eto_ofr_display_id,fk_glusr_usr_id,eto_ofr_mcat_id,eto_ofr_typ,eto_ofr_approv,eto_ofr_approv_date_orig
13089128495,36974600,179926,B,A,01/01/17 15:35
13094811867,12511222,34747,B,A,02/01/17 16:46
13087725185,36449798,15686,B,A,31/12/16 20:22
13099645385,17371209,157119,B,A,02/01/17 14:32
13242198967,28410586,11938,B,A,16/01/17 12:15
13150354285,37382100,3293,B,A,06/01/17 19:53
13252805267,28974756,72719,B,A,17/01/17 13:21
13064171734,37121586,95592,B,A,29/12/16 14:30
13204076375,37549395,139309,B,A,12/01/17 10:55
13101867313,21941994,37383,B,A,03/01/17 12:52
13223283752,37606747,143143,B,A,14/01/17 10:26
13087955067,7225918,36286,B,A,01/01/17 11:50
13098411875,3411837,85451,B,A,02/01/17 13:08
13070757495,37141551,154225,B,A,30/12/16 10:25
13205244513,34525570,164956,B,A,12/01/17 09:58
13242280885,13793137,138312,B,A,16/01/17 12:19
13119342734,9337203,7170,B,A,04/01/17 09:30
13153245267,36876353,143598,B,A,07/01/17 09:47
13182241334,36954654,183991,B,A,16/01/17 12:54
13184247646,9754699,147080,B,A,10/01/17 11:02
13109212552,36356270,64941,B,A,03/01/17 12:07
13234804285,37645362,1254,B,A,15/01/17 13:11
13203677713,13758972,22780,B,A,12/01/17 11:29
13035756375,36513281,107088,B,A,27/12/16 12:33
13159176163,37408092,781,B,A,09/01/17 16:57
13022558652,22853092,68536,B,A,25/12/16 12:21
13174382352,27333136,180376,B,A,09/01/17 11:28
13270052167,37207776,65721,B,A,18/01/17 19:00
13158802352,37370485,12771,B,A,07/01/17 16:03
13049196085,5357496,95432,B,A,28/12/16 10:20
13195823267,37516486,42917,B,A,11/01/17 10:49
13236816513,32331793,30406,B,A,16/01/17 12:29
13156470395,935598,142847,B,A,07/01/17 13:05
13042053059,37054489,33355,B,A,27/12/16 14:20
13107249359,23691284,85624,B,A,03/01/17 09:09
13233217167,34796992,20516,B,A,15/01/17 10:43
13141610213,35767129,141325,B,A,06/01/17 10:41
13304748095,11020199,32848,B,A,21/01/17 20:46
13010151063,10208347,86335,B,A,24/12/16 10:41
13264833667,35365747,146657,B,A,18/01/17 12:23
13028146685,18177830,41679,B,A,26/12/16 09:48
13162652346,37418507,10001,B,A,08/01/17 12:09
13229745834,24139576,32318,B,A,14/01/17 18:32
13080169813,5185338,11153,B,A,31/12/16 11:38
13153393075,8069004,80785,B,A,12/01/17 17:48
13245950434,37678165,8149,B,A,17/01/17 11:19
13127264785,13697971,121200,B,A,04/01/17 20:03
13019422563,13668048,24750,B,A,25/12/16 11:01
13242192613,11696619,12972,B,A,16/01/17 12:12
13055448152,7056169,35121,B,A,28/12/16 16:52
13214189963,15612307,68472,B,A,13/01/17 13:42
13296378595,37294177,2253,B,A,21/01/17 10:08
13207628346,37215882,120958,B,A,12/01/17 12:37
13192364463,32048350,4671,B,A,10/01/17 20:29
13268092395,37677964,186762,B,A,18/01/17 16:28
13151685875,2906226,123820,B,A,07/01/17 11:42
13160628463,15717746,34485,B,A,08/01/17 13:15
13147932952,35182378,1589,B,A,06/01/17 16:25
13114236495,8665312,13467,B,A,03/01/17 18:19
13037255775,8860270,907,B,A,27/12/16 11:53
13061691275,19202084,95646,B,A,29/12/16 11:29
13198685959,36052464,95592,B,A,11/01/17 14:37
13150230713,29877901,1876,B,A,06/01/17 19:40
13053947085,36740128,147110,B,A,28/12/16 15:09
13169885559,7077294,8406,B,A,08/01/17 19:25
13230666285,36905658,11211,B,A,15/01/17 12:14
13195928067,37040785,37339,B,A,11/01/17 11:01
13166761675,37430895,33865,B,A,08/01/17 13:23
13101631485,28488053,28214,B,A,02/01/17 16:53
13147866867,25806508,138612,B,A,06/01/17 16:21
13161340059,33161290,37848,B,A,09/01/17 16:53
13239937446,37420034,121185,B,A,20/01/17 10:24
13049500467,665284,32052,B,A,30/12/16 16:29
13136870667,1906664,2384,B,A,05/01/17 17:01
13256202467,22818164,20479,B,A,17/01/17 15:47
13190755585,35875716,41418,B,A,10/01/17 17:44
13239930695,2516695,200,B,A,16/01/17 10:25
13270111563,37728743,157315,B,A,18/01/17 19:02
13221438467,37604227,44668,B,A,13/01/17 19:08
13041225734,9234550,3352,B,A,27/12/16 13:13
13224944485,26012577,133826,B,A,14/01/17 09:08
13078043946,35690612,3049,B,A,30/12/16 18:43
13041310413,37052331,4229,B,A,27/12/16 13:24
13190398234,37505298,101134,B,A,10/01/17 17:16
13031859367,1469622,332,B,A,26/12/16 16:17
13206294985,26899578,105902,B,A,12/01/17 12:14
13100677759,35798041,13467,B,A,02/01/17 15:44
13090000013,35325134,178716,B,A,01/01/17 11:19
13253538875,11533613,20533,B,A,18/01/17 12:20
13107291513,7399387,181711,B,A,03/01/17 09:13
13099953675,37228385,180383,B,A,02/01/17 14:52
13203060167,37546731,41174,B,A,11/01/17 21:04
13260491375,11371801,37066,B,A,18/01/17 15:13
13108431175,37253073,9505,B,A,03/01/17 11:15
13081849352,22863331,25778,B,A,31/12/16 09:36
13278743267,10163834,141073,B,A,19/01/17 15:16
13101521075,26437291,186326,B,A,02/01/17 18:24
13225779513,36496439,158308,B,A,14/01/17 11:26
13224084159,37611622,122807,B,A,14/01/17 10:17
13082807946,37162899,113922,B,A,31/12/16 11:29
13272696113,18796528,36613,B,A,19/01/17 12:00
13029334313,36414552,3630,B,A,26/12/16 10:57
13198662595,26694366,134175,B,A,11/01/17 14:36
13139825095,10334316,10347,B,A,11/01/17 16:25
13238262695,18811347,94946,B,A,16/01/17 15:21
13150850163,35739206,32270,B,A,09/01/17 17:27
13241473875,37659876,119126,B,A,16/01/17 11:11
13144808052,2761234,139520,B,A,06/01/17 12:34
13143813913,9454329,650,B,A,06/01/17 11:26
13152864346,37226224,95422,B,A,07/01/17 11:06
13155130259,37394654,29910,B,A,07/01/17 11:34
13063003095,1568837,10868,B,A,29/12/16 13:00
13152093834,1991151,68536,B,A,07/01/17 12:38
13021255695,35857164,4785,B,A,25/12/16 09:20
13061772467,36912753,181435,B,A,29/12/16 11:32
13161936895,37411623,1018,B,A,08/01/17 14:17
13266926163,37732249,22255,B,A,19/01/17 11:04
13229119846,4624941,183905,B,A,14/01/17 17:13
13236505663,37651007,20607,B,A,15/01/17 16:55
13161843946,25817020,85505,B,A,08/01/17 15:41
13223601563,9309269,181160,B,A,14/01/17 12:07
13251220213,37696180,36429,B,A,18/01/17 12:35
13078718275,32469109,11656,B,A,30/12/16 19:50
13092234167,37202161,18623,B,A,01/01/17 16:57
13168300995,25318223,146989,B,A,08/01/17 16:18
13038378934,36977241,73881,B,A,27/12/16 09:32
13149278052,28343271,29556,B,A,12/01/17 16:58
13259358763,6785405,1241,B,A,17/01/17 20:00
13130717285,23534524,113755,B,A,05/01/17 14:00
13085718359,29900569,42903,B,A,31/12/16 16:03
13090015234,16418620,184416,B,A,01/01/17 11:25
13106636785,14968341,6721,B,A,03/01/17 12:37
13225158846,8630154,37179,B,A,14/01/17 09:51
13067491375,2354666,9335,B,A,29/12/16 19:01
13228272095,35635333,1684,B,A,14/01/17 16:18
13220317567,1754703,1425,B,A,14/01/17 11:06
13231669675,30470480,154507,B,A,15/01/17 12:00
13268612195,37274715,3712,B,A,18/01/17 17:00
13119879546,30894734,3122,B,A,04/01/17 10:27
13150149895,13731049,7447,B,A,12/01/17 17:06
13129389275,17275681,160621,B,A,06/01/17 16:13
13236239613,37629511,26471,B,A,17/01/17 15:28
13075841934,36394817,10768,B,A,30/12/16 15:36
13161048367,35816347,144464,B,A,08/01/17 12:27
13102481785,3420627,12080,B,A,02/01/17 17:57
13042239452,37055008,141325,B,A,27/12/16 14:30
13290713246,36814753,42634,B,A,20/01/17 16:30
13289547052,15974317,22007,B,A,20/01/17 15:26
13142690667,9982824,42572,B,A,06/01/17 09:39
13268934213,28521214,144129,B,A,18/01/17 17:30
13294077952,30320324,185442,B,A,21/01/17 13:26
13244771259,6382562,68846,B,A,16/01/17 15:39
13177746113,32573344,163602,B,A,09/01/17 15:30
13033454267,12392728,10945,B,A,26/12/16 16:51
13100519146,36954534,41458,B,A,02/01/17 15:31
13156414313,34277509,22818,B,A,07/01/17 13:02
13149302652,25791998,28125,B,A,12/01/17 17:00
13066288746,14257090,4209,B,A,01/01/17 16:15
13271820885,30445503,4267,B,A,19/01/17 17:51
13076690463,12893842,147714,B,A,30/12/16 16:46
13290676385,28332715,25063,B,A,20/01/17 16:29
13080414095,14371846,167536,B,A,31/12/16 10:37
13175286667,18805603,96273,B,A,09/01/17 12:36
13221716559,23886054,11323,B,A,14/01/17 14:06
13218625246,37594788,150067,B,A,13/01/17 13:55
13250300885,36135552,434,B,A,18/01/17 09:19
13209071195,25389100,43386,B,A,12/01/17 14:42
13143625613,8844238,161287,B,A,06/01/17 11:10
13204498885,31978312,24353,B,A,12/01/17 10:46
13169353513,11901486,20997,B,A,08/01/17 18:23
13276075334,32829839,34996,B,A,19/01/17 12:15
13126372613,14107919,42761,B,A,04/01/17 18:02
13281441775,24889683,3398,B,A,19/01/17 18:46
13291235885,22542247,5884,B,A,20/01/17 17:03
13066550034,36768454,30023,B,A,29/12/16 17:34
13021854795,9398852,6096,B,A,25/12/16 10:54
13013464952,31146167,204,B,A,24/12/16 13:09
13015533075,2752844,9793,B,A,24/12/16 15:49
13149112513,33717041,181774,B,A,12/01/17 16:57
13168031513,36809640,73938,B,A,08/01/17 15:44
13119296585,34386015,118063,B,A,04/01/17 09:18
13045351585,28398800,11576,B,A,27/12/16 18:33
13074075275,36626082,132859,B,A,30/12/16 13:13
13119676567,24899481,178310,B,A,04/01/17 10:14
13260248963,31036558,152897,B,A,18/01/17 17:36
13246574985,37664090,24,B,A,16/01/17 18:07
13208190775,24980947,6454,B,A,13/01/17 13:02
13143328734,25845846,3895,B,A,06/01/17 10:43
13225674367,9440955,86007,B,A,14/01/17 11:09
13202336952,37457253,42529,B,A,11/01/17 19:43
13222449552,36872357,33142,B,A,14/01/17 13:29
13240922652,4439768,4555,B,A,16/01/17 10:10
13151731875,20609175,5957,B,A,07/01/17 13:20
13049590467,17083319,179345,B,A,28/12/16 09:44
13239206513,37515650,21859,B,A,16/01/17 11:45
13077573859,24991681,164382,B,A,30/12/16 17:59
13134606952,37333546,10056,B,A,05/01/17 14:13
13138212552,5736942,177267,B,A,06/01/17 16:46
13038754195,37044279,1978,B,A,27/12/16 09:42
13144712046,36026425,102049,B,A,06/01/17 12:28
13151563052,34578720,10001,B,A,07/01/17 13:35
13035189146,3963832,182616,B,A,27/12/16 13:08
13159648963,36763548,65160,B,A,07/01/17 17:11
13231165852,37633275,10616,B,A,15/01/17 13:19
13240098434,29466172,183226,B,A,16/01/17 12:46
13238348034,31974107,7813,B,A,16/01/17 10:32
13134308875,11103146,147472,B,A,05/01/17 13:40
13084523959,21365110,11599,B,A,31/12/16 14:11
13167703752,33396656,1394,B,A,08/01/17 15:06
13252700046,13529748,28217,B,A,17/01/17 11:59
13225891834,37617379,182827,B,A,14/01/17 11:37
13221784434,11894519,20907,B,A,14/01/17 14:00
13159507295,24315477,9596,B,A,07/01/17 17:02
13099212052,36324745,178716,B,A,02/01/17 15:04
13251997585,2641648,597,B,A,17/01/17 10:57
13035943185,35888692,37136,B,A,30/12/16 12:06
13284004252,37581323,7229,B,A,20/01/17 12:07
13011717367,34798507,114325,B,A,24/12/16 10:51
13097504275,35585063,137999,B,A,02/01/17 11:56
13013848259,3663389,30437,B,A,24/12/16 13:37
13029151463,715407,23036,B,A,26/12/16 10:39
13202721046,36537072,95880,B,A,18/01/17 14:19
13168293295,36028568,8422,B,A,08/01/17 16:11
13127210734,21847650,29290,B,A,04/01/17 19:12
13023759685,34375433,31127,B,A,25/12/16 15:17
13197949646,2029077,183056,B,A,11/01/17 13:34
13149598967,26179332,65467,B,A,06/01/17 18:37
13064768295,3800419,2053,B,A,30/12/16 16:16
13135205059,37321352,55200,B,A,05/01/17 15:20
13197447167,37015350,4559,B,A,14/01/17 18:50
13220457963,15522400,2829,B,A,15/01/17 17:05
13278380775,21346744,7238,B,A,19/01/17 14:48
13186850259,9962297,21010,B,A,10/01/17 12:43
13147933667,23984562,180890,B,A,06/01/17 16:25
13065741213,15092745,182625,B,A,29/12/16 16:29
13187887652,35767129,11198,B,A,10/01/17 14:03
13210434013,15426953,25728,B,A,12/01/17 16:10
13160859952,36219063,7405,B,A,08/01/17 11:54
13030697163,26978426,32110,B,A,26/12/16 12:51
13208910752,28001546,85171,B,A,12/01/17 14:33
13248095652,36983260,182529,B,A,17/01/17 15:19
13119717995,32802432,181656,B,A,04/01/17 10:09
13081665713,36167945,8367,B,A,31/12/16 09:06
13018588267,22278151,42520,B,A,24/12/16 20:31
13302790252,37848991,90326,B,A,21/01/17 17:39
13225855846,12338939,14143,B,A,15/01/17 11:00
13071441367,36020587,4548,B,A,30/12/16 09:26
13163844046,5291398,32459,B,A,08/01/17 13:36
13234873185,6908824,184236,B,A,15/01/17 13:13
13195959234,18849512,16068,B,A,11/01/17 11:02
13144029446,37269093,5370,B,A,07/01/17 15:47
13128796685,36622096,14898,B,A,05/01/17 13:37
13033051395,32113839,182943,B,A,26/12/16 16:52
13095982852,30485039,65128,B,A,02/01/17 09:34
13163053346,10357120,64804,B,A,10/01/17 15:52
13077445852,37161705,20681,B,A,31/12/16 15:23
13188026213,37497578,156933,B,A,10/01/17 14:06
13304279585,36375367,74781,B,A,21/01/17 19:56
13024163775,8473623,1913,B,A,25/12/16 15:45
13070885152,37137084,139646,B,A,30/12/16 10:21
13272980852,28667423,3719,B,A,19/01/17 11:39
13080230263,23875296,186004,B,A,31/12/16 12:31
13093857752,25917047,12728,B,A,01/01/17 21:04
13071371859,18195833,186666,B,A,30/12/16 09:16
13223572052,36191206,137418,B,A,14/01/17 12:10
13019262334,24124607,132744,B,A,26/12/16 18:22
13089970567,27504458,3301,B,A,01/01/17 11:14
13062366867,24484977,52847,B,A,29/12/16 12:16
13171175152,36968209,11370,B,A,10/01/17 17:37
13133682463,14748541,72676,B,A,05/01/17 12:43
12967509085,8882719,185723,B,A,20/12/16 09:12
13193741713,30150935,106594,B,A,11/01/17 11:26
13078533646,11740050,8732,B,A,30/12/16 19:37
13067502813,37131497,177154,B,A,29/12/16 20:02
13154411159,8781046,5129,B,A,07/01/17 13:48
13131133946,35039125,20774,B,A,05/01/17 09:51
13071262075,35823546,185624,B,A,30/12/16 18:17
13267765259,10855587,31312,B,A,18/01/17 16:00
13026142763,24270492,9821,B,A,25/12/16 20:11
13087773475,37192453,123996,B,A,31/12/16 20:36
13129067867,37316121,84706,B,A,06/01/17 10:03
13018465513,1563542,133826,B,A,25/12/16 14:39
13194144685,35020639,34907,B,A,11/01/17 10:44
13140584934,12203458,6048,B,A,11/01/17 15:38
13265458446,2951214,65402,B,A,18/01/17 13:07
13229472913,24042093,143432,B,A,14/01/17 17:58
13252108567,25979136,147628,B,A,19/01/17 17:13
13050095295,12321022,18623,B,A,28/12/16 10:06
13183948113,37245651,156787,B,A,15/01/17 17:29
13218157795,8385382,24272,B,A,13/01/17 13:01
13212475746,6539940,27939,B,A,12/01/17 19:19
13195414175,19489050,34571,B,A,11/01/17 10:08
13124042613,27725808,133937,B,A,04/01/17 15:25
13189552795,36572627,187146,B,A,10/01/17 16:05
13182583175,11919404,147259,B,A,14/01/17 17:08
13021830959,34270534,6430,B,A,25/12/16 10:49
13081534546,8567730,2269,B,A,31/12/16 09:25
13161710513,37414141,84181,B,A,07/01/17 20:31
13142531646,4324489,8912,B,A,06/01/17 10:31
13233020013,26515903,52825,B,A,15/01/17 09:50
13181709213,17708736,55322,B,A,10/01/17 16:40
13014146634,36537427,68536,B,A,24/12/16 13:59
13214662146,10518652,2296,B,A,13/01/17 10:32
13153901785,13474120,1318,B,A,07/01/17 09:23
13171381513,8269599,29373,B,A,10/01/17 17:30
13294351552,8665650,2607,B,A,21/01/17 09:53
13171861463,10610249,5,B,A,09/01/17 17:28
13251483695,5257483,155325,B,A,17/01/17 10:09
13115478013,31886487,25436,B,A,04/01/17 15:40
13183786175,14279918,166326,B,A,10/01/17 13:04
13018167534,28508513,182226,B,A,24/12/16 19:47
13181706163,37387654,31464,B,A,10/01/17 09:33
13218617695,28101708,37339,B,A,15/01/17 16:39
13143411675,35724716,139284,B,A,06/01/17 10:51
13219539267,3528724,4151,B,A,13/01/17 15:19
13208144852,37561873,156256,B,A,12/01/17 13:18
13167595552,37417818,8781,B,A,08/01/17 14:54
13233310234,37640008,4354,B,A,15/01/17 10:32
13049281095,20935801,1940,B,A,28/12/16 13:34
13251430752,6092977,80653,B,A,17/01/17 09:57
13100136234,6291090,19164,B,A,02/01/17 15:05
13074782395,20990019,133937,B,A,30/12/16 15:32
13039843313,16154737,39831,B,A,27/12/16 16:17
13215332234,13351456,132717,B,A,13/01/17 09:37
13131743013,9206226,96505,B,A,05/01/17 10:04
13287394052,14644228,4941,B,A,20/01/17 12:14
13235758813,36993357,2072,B,A,15/01/17 15:37
13031734667,22170399,12973,B,A,26/12/16 14:35
13216949475,37589084,38504,B,A,13/01/17 11:14
13191588034,8420239,11647,B,A,10/01/17 19:09
13057125213,12670964,11742,B,A,28/12/16 19:32
13205685567,13680771,179363,B,A,12/01/17 09:09
13233164046,12581701,107933,B,A,15/01/17 09:25
13108883952,37254899,32753,B,A,03/01/17 11:43
13297234659,9481323,138923,B,A,21/01/17 09:46
13201905834,37543226,3352,B,A,11/01/17 19:05
13118751175,25862057,113695,B,A,04/01/17 10:57
13142154495,17945112,148428,B,A,06/01/17 12:40
13223964659,17002283,10443,B,A,16/01/17 15:58
13105325752,12914255,219,B,A,03/01/17 16:05
13243136585,36892765,2045,B,A,16/01/17 13:21
13256334667,4169578,7531,B,A,17/01/17 15:58
13174428585,36613571,28692,B,A,09/01/17 11:32
13292713063,14173343,96273,B,A,21/01/17 15:51
13104000385,37241237,11225,B,A,02/01/17 20:17
13245950395,4930811,144793,B,A,16/01/17 17:13
13078316167,3754993,146699,B,A,30/12/16 19:10
13291264434,4046421,12549,B,A,20/01/17 17:03
13187289546,15057107,177154,B,A,10/01/17 13:13
13268496775,17286834,146607,B,A,18/01/17 17:01
13229380959,14415548,1408,B,A,14/01/17 17:52
13100994075,29132294,33927,B,A,02/01/17 16:08
13214813859,35721572,38343,B,A,13/01/17 10:27
13196935746,24099806,1408,B,A,11/01/17 12:18
13181083846,6456846,95589,B,A,09/01/17 19:58
13150136395,30964109,152517,B,A,06/01/17 19:32
13286578167,22251156,168682,B,A,20/01/17 11:18
13152470363,15847921,113922,B,A,07/01/17 11:58
13232111295,37636156,38365,B,A,17/01/17 17:38
13045525713,26265513,8361,B,A,27/12/16 18:45
13189488175,11308119,1941,B,A,10/01/17 15:58
13020169559,14347810,25778,B,A,25/12/16 10:57
13050433746,30099461,148261,B,A,28/12/16 10:39
13287796546,37804782,144384,B,A,20/01/17 16:05
13237087275,20442069,22476,B,A,15/01/17 18:06
13136786885,9472191,25870,B,A,11/01/17 20:43
13195301175,37486707,25569,B,A,11/01/17 09:58
13272524467,37760390,43237,B,A,19/01/17 12:08
13202445875,35127643,2169,B,A,11/01/17 19:53
13137241659,37339825,7813,B,A,05/01/17 17:25
13196305595,35340402,5802,B,A,15/01/17 13:40
13064379285,4549920,6036,B,A,30/12/16 17:19
13099775559,37222838,141859,B,A,02/01/17 15:12
13152584863,22988097,138015,B,A,07/01/17 11:47
13270135634,36717765,7588,B,A,19/01/17 10:54
13077887146,16482552,73762,B,A,30/12/16 18:28
13117840152,37281570,5523,B,A,04/01/17 14:35
13152717463,36986847,10244,B,A,07/01/17 11:34
13272157685,29573687,4567,B,A,19/01/17 12:26
13113263113,24221295,183009,B,A,03/01/17 16:40
13193133034,16597922,18226,B,A,11/01/17 11:48
13050334467,37078294,138962,B,A,28/12/16 11:43
13135609046,25665943,140291,B,A,05/01/17 16:07
13197736063,37297280,6621,B,A,11/01/17 13:14
13069309463,6827430,939,B,A,30/12/16 18:03
13108465585,10610949,7822,B,A,03/01/17 11:17
13236421134,30263314,178391,B,A,16/01/17 12:58
13172814567,34618301,24186,B,A,09/01/17 13:18
13131601685,2808520,53513,B,A,05/01/17 09:49
13048942185,36971725,2296,B,A,30/12/16 16:32
13195716063,37509727,161312,B,A,11/01/17 10:44
13092336959,37206172,64804,B,A,01/01/17 17:18
13021753095,36990345,6242,B,A,25/12/16 10:36
13077422663,37000515,4427,B,A,31/12/16 15:21
13070276246,37140202,180492,B,A,30/12/16 11:40
13052305659,16017729,141776,B,A,28/12/16 13:21
13250003795,31568183,2219,B,A,17/01/17 12:24
13095397785,36697594,20720,B,A,02/01/17 10:13
13058968467,8694981,153445,B,A,29/12/16 11:38
12988243867,16461692,30353,B,A,22/12/16 11:02
13105144385,29523515,44756,B,A,03/01/17 17:00
13170539559,37443315,169831,B,A,08/01/17 20:40
13207436046,5722715,187285,B,A,12/01/17 12:22
13264670385,35307072,7374,B,A,18/01/17 12:11
13215557752,33527317,149862,B,A,13/01/17 09:26
13160540046,16277593,30880,B,A,08/01/17 17:09
13039267785,35316033,23803,B,A,27/12/16 10:48
13169404713,37369080,122191,B,A,13/01/17 10:33
13027307895,37007789,251,B,A,26/12/16 11:28
13149244652,33469995,2296,B,A,08/01/17 17:22
13197816546,29264318,34339,B,A,11/01/17 13:56
13196446175,5079347,184864,B,A,11/01/17 11:41
13071237259,37135931,179101,B,A,30/12/16 09:44
13224480295,5207082,3174,B,A,14/01/17 10:19
13069429113,37138098,133834,B,A,30/12/16 13:15
13180514746,37474381,1876,B,A,09/01/17 19:05
13194846395,37498025,186160,B,A,11/01/17 09:27
13119036134,15005871,183219,B,A,04/01/17 09:34
13081403263,30155209,4388,B,A,31/12/16 09:36
13298151052,37791403,1081,B,A,21/01/17 11:36
13296295613,36050620,4151,B,A,21/01/17 10:45
13175151463,37151296,1638,B,A,09/01/17 12:24
13247437534,26310586,153893,B,A,16/01/17 19:34
13229546885,18660884,68724,B,A,14/01/17 18:08
13077915363,37162899,2032,B,A,30/12/16 19:05
13248360475,37688779,2072,B,A,18/01/17 10:04
13194276985,11459449,43790,B,A,11/01/17 09:21
13291118375,37814062,187762,B,A,20/01/17 16:59
13213996759,13639675,20773,B,A,15/01/17 14:55
13221883195,27171602,20485,B,A,14/01/17 13:56
13216011263,34805257,56248,B,A,13/01/17 09:11
13302165375,35858791,181425,B,A,21/01/17 16:47
13205459467,17086131,138690,B,A,12/01/17 09:26
13203113313,37515650,182765,B,A,12/01/17 11:59
13251743267,34766028,1072,B,A,17/01/17 10:32
13296136695,27320254,146522,B,A,21/01/17 12:41
13234200659,37542457,21709,B,A,15/01/17 11:48
13212383475,37046584,94771,B,A,12/01/17 19:14
13223888463,45723,11014,B,A,14/01/17 10:41
13076182595,27367184,120835,B,A,30/12/16 16:08
13023008085,36986082,138858,B,A,25/12/16 13:17
13242076195,18297474,182038,B,A,16/01/17 12:29
13278622575,5422804,143764,B,A,19/01/17 15:02
13133793759,10704459,182031,B,A,05/01/17 15:01
13160719595,12167744,3398,B,A,13/01/17 13:31
13153110685,37104033,23760,B,A,07/01/17 10:53
13149258563,19463409,22499,B,A,06/01/17 18:05
13056113467,28042403,20513,B,A,28/12/16 17:56
13134773313,37333085,4427,B,A,05/01/17 14:35
13254028367,36840508,184302,B,A,17/01/17 13:36
13067448995,11700554,41438,B,A,29/12/16 18:56
13010621934,36688698,120827,B,A,24/12/16 10:03
13169963695,4514874,177470,B,A,08/01/17 19:33
13077351513,9873498,55290,B,A,30/12/16 18:43
13179514652,24201054,1941,B,A,09/01/17 17:44
6525007175,4553188,138538,B,A,02/03/14 12:47
6395553867,9435886,2705,B,A,06/02/14 03:15
6501971895,1520513,2078,B,A,26/02/14 16:31
9959271685,5796778,8306,B,A,20/11/15 14:59
13043471552,8097151,9993,B,A,27/12/16 16:08
13279438752,13859570,139288,B,A,20/01/17 11:08
13206703234,37557034,178449,B,A,12/01/17 11:20
13214264275,34233555,135599,B,A,13/01/17 12:03
13304824513,5713924,34850,B,A,22/01/17 12:04
13120919846,1011106,12771,B,A,04/01/17 11:52
13115110763,37272970,12558,B,A,03/01/17 18:57
13059621875,12250290,35592,B,A,29/12/16 12:57
13060384067,37109002,7040,B,A,29/12/16 09:48
13292331252,13147285,12686,B,A,20/01/17 18:35
13170828875,37434506,157410,B,A,11/01/17 13:26
13134586459,37333449,96272,B,A,05/01/17 14:15
13393205752,38113236,181572,B,A,29/01/17 16:54
13145661434,14272428,939,B,A,06/01/17 13:38
13107347763,784911,18,B,A,03/01/17 09:23
13347489434,37967103,5717,B,A,26/01/17 11:03
