eto_ofr_display_id,fk_glcat_mcat_id,glcat_mcat_name,glcat_mcat_is_business_type,eto_ofr_qty,eto_ofr_qty_unit,Unit ID,final_predicted_tov(frontend),ml_predicted_tov,eto_ofr_approx_order_val_mapp,retail_flag,ml_predicted_tov_pop_q1,ml_predicted_tov_pop_median,ml_predicted_tov_pop_q3,Retail Threshold
136186825234,108550,DIY Toy,0,20,Piece,31,"Rs. 4,500 - 6,000","3,000 to 10,000",300,0,110,250,450,#N/A
136050813946,109011,Track Jacket,0,150,piece,31,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,0,335,450,699,#N/A
136176943875,109011,Track Jacket,0,1,piece,31,Rs. 400 - 700,"Upto 1,000",100,0,340,450,699,#N/A
136046501946,109011,Track Jacket,0,100,piece,31,"Rs. 24,000 - 34,000","20,000 to 50,000",500,0,335,450,699,#N/A
136063751267,109011,Track Jacket,0,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,-1,335,450,699,#N/A
136063490852,109011,Track Jacket,0,1,piece,31,Rs. 300 - 400,"Upto 1,000",100,-1,335,450,699,#N/A
136062962295,109011,Track Jacket,0,1,Piece,31,Rs. 400 - 500,"Upto 1,000",100,0,335,450,699,#N/A
136062928363,109011,Track Jacket,0,1,piece,31,Rs. 400 - 500,"Upto 1,000",100,0,335,450,699,#N/A
136057558613,109011,Track Jacket,0,3,Piece,31,"Rs. 1,000 - 1,100","1,000 to 3,000",200,0,335,450,699,#N/A
136056012246,109011,Track Jacket,0,2,piece,31,Rs. 800 - 900,"Upto 1,000",100,0,335,450,699,#N/A
135947240595,109011,Track Jacket,0,1,piece,31,Rs. 300 - 400,"Upto 1,000",100,0,328,450,699,#N/A
135942263395,109011,Track Jacket,0,50,Piece,31,"Rs. 20,000 - 27,000","20,000 to 50,000",500,0,328,450,699,#N/A
136149217546,109011,Track Jacket,0,1,Piece,31,Rs. 600 - 700,"Upto 1,000",100,0,340,450,699,#N/A
136168527367,109011,Track Jacket,0,1,Piece,31,Rs. 400 - 500,"Upto 1,000",100,0,340,450,699,#N/A
136260145246,109011,Track Jacket,0,1,piece,31,Rs. 400 - 700,"Upto 1,000",100,0,340,450,699,#N/A
136260145246,109011,Track Jacket,0,1,piece,31,Rs. 400 - 700,"Upto 1,000",100,0,340,450,699,#N/A
136244743775,109011,Track Jacket,0,60,Piece,31,"Rs. 20,000 - 21,000","20,000 to 50,000",500,0,340,450,699,#N/A
135985663234,109011,Track Jacket,0,1,Piece,31,Rs. 400 - 500,"Upto 1,000",100,0,328,450,699,#N/A
136236129359,109011,Track Jacket,0,1,piece,31,Rs. 400 - 500,"Upto 1,000",100,0,340,450,699,#N/A
136236129359,109011,Track Jacket,0,1,piece,31,Rs. 400 - 500,"Upto 1,000",100,0,340,450,699,#N/A
136239890259,109011,Track Jacket,0,5,Piece,31,"Rs. 1,700 - 2,000","1,000 to 3,000",200,0,340,450,699,#N/A
135991049485,109011,Track Jacket,0,1,piece,31,Rs. 400 - 500,"Upto 1,000",100,0,328,450,699,#N/A
136076760463,109011,Track Jacket,0,1,Piece,31,Rs. 600 - 700,"Upto 1,000",100,0,335,450,699,#N/A
136298695552,109011,Track Jacket,0,5,Piece,31,"Rs. 1,700 - 1,800","1,000 to 3,000",200,0,340,450,699,#N/A
135960015559,109011,Track Jacket,0,800,Piece,31,Rs. 3.2 - 4.3 Lakh,2 to 5 Lakh,800,0,328,450,699,#N/A
136004003234,109011,Track Jacket,0,20,Piece,31,"Rs. 8,100 - 9,900","3,000 to 10,000",300,0,328,450,699,#N/A
136100386846,109011,Track Jacket,0,900,Piece,31,Rs. 2 to 5 Lakh,2 to 5 Lakh,800,0,335,450,699,#N/A
136098408475,109011,Track Jacket,0,1,piece,31,Rs. 300 - 400,"Upto 1,000",100,0,335,450,699,#N/A
136221402352,109011,Track Jacket,0,1,Piece,31,Rs. 300 - 400,"Upto 1,000",100,0,340,450,699,#N/A
135905789634,109011,Track Jacket,0,20,piece,31,"Rs. 6,400 - 6,600","3,000 to 10,000",300,0,328,450,699,#N/A
135889052895,109011,Track Jacket,0,20,piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,328,450,699,#N/A
135931575046,109011,Track Jacket,0,1,Piece,31,Rs. 400 - 500,"Upto 1,000",100,1,328,450,699,#N/A
135931884175,109011,Track Jacket,0,1,piece,31,Rs. 300 - 400,"Upto 1,000",100,0,328,450,699,#N/A
135931884175,109011,Track Jacket,0,1,piece,31,Rs. 300 - 400,"Upto 1,000",100,0,328,450,699,#N/A
136230769267,109011,Track Jacket,0,1,piece,31,Rs. 300 - 400,"Upto 1,000",100,0,340,450,699,#N/A
136013174195,109011,Track Jacket,0,1,Piece,31,Rs. 400 - 500,"Upto 1,000",100,0,335,450,699,#N/A
136180310575,109011,Track Jacket,0,1000,Piece,31,Rs. 4.5 - 7 Lakh,5 to 10 Lakh,900,0,340,450,699,#N/A
136180499485,109011,Track Jacket,0,1,piece,31,Rs. 400 - 500,"Upto 1,000",100,0,340,450,699,#N/A
136011734985,109011,Track Jacket,0,1,Piece,31,Rs. 400 - 500,"Upto 1,000",100,0,335,450,699,#N/A
136006155985,109011,Track Jacket,0,30,piece,31,"Rs. 10,000 - 14,000","10,000 to 20,000",400,0,335,450,699,#N/A
136054418346,109961,Disposable Shot Glass,,500,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,2,3,20,100
136186076567,109961,Disposable Shot Glass,,1000,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,2,3,20,100
136183907252,109961,Disposable Shot Glass,,50,Piece,31,Rs. 75 - 100,"Upto 1,000",100,0,2,3,20,100
136183907252,109961,Disposable Shot Glass,,50,Piece,31,Rs. 75 - 100,"Upto 1,000",100,1,2,3,20,100
136156678495,109961,Disposable Shot Glass,,1000,Piece,31,"Rs. 2,200 - 3,400","1,000 to 3,000",200,0,2,3,20,100
135994371395,109961,Disposable Shot Glass,,505,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,2,3,20,100
135911171067,109961,Disposable Shot Glass,,2030,Piece,31,"Rs. 5,800 - 6,900","3,000 to 10,000",300,0,2,3,20,100
136174993946,109961,Disposable Shot Glass,,500,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,2,3,20,100
135958028463,118092,Zero-Phase Current Transformer,,5,Piece,31,"Rs. 8,820 - 10,780","3,000 to 10,000",300,1,-1,-1,-1,1
135958028463,118092,Zero-Phase Current Transformer,,5,Piece,31,"Rs. 8,820 - 10,780","3,000 to 10,000",300,1,-1,-1,-1,1
136118423059,119226,Peppermint Flavor,,5,Kg,19,"Rs. 4,500 - 5,000","3,000 to 10,000",300,1,588,900,1223,1
136118423059,119226,Peppermint Flavor,,5,Kg,19,"Rs. 4,500 - 5,000","3,000 to 10,000",300,1,588,900,1223,1
136222678759,120942,Triglyceride,0,1,Kg,19,"Rs. 1,400 - 1,900","1,000 to 3,000",200,1,975,1570,2450,#N/A
136281085475,121221,RCC Slab,,1000,Piece,31,Rs. 4.5 - 5 Lakh,2 to 5 Lakh,800,0,450,680,1000,1
136267457846,121221,RCC Slab,,10,Piece,31,"Rs. 6,100 - 8,200","3,000 to 10,000",300,0,450,680,1000,1
136263419575,121221,RCC Slab,,3400,Piece,31,Rs. 20.8 - 25.4 Lakh,20 to 50 Lakh,1100,1,450,680,1000,1
136263419575,121221,RCC Slab,,3400,Piece,31,Rs. 20.8 - 25.4 Lakh,20 to 50 Lakh,1100,0,450,680,1000,1
136261553513,121221,RCC Slab,,250,Piece,31,Rs. 1.7 - 1.9 Lakh,1 to 2 Lakh,700,1,450,680,1000,1
136011571713,121221,RCC Slab,,10,Piece,31,"Rs. 1,500 - 4,500","3,000 to 10,000",300,1,450,680,1000,1
136019999267,121366,Stanozolol Tablets and Capsules,0,4,Box,6,"Rs. 4,800 - 5,000","3,000 to 10,000",300,1,540,1250,1800,1
136151716067,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",200,0,501,1250,1800,1
136168896495,121366,Stanozolol Tablets and Capsules,0,3,Box,6,"Rs. 1,500 - 1,800","1,000 to 3,000",,0,501,1250,1800,1
136168896495,121366,Stanozolol Tablets and Capsules,0,3,Box,6,"Rs. 1,500 - 1,800","1,000 to 3,000",,0,501,1250,1800,1
136168896495,121366,Stanozolol Tablets and Capsules,0,3,Box,6,"Rs. 1,500 - 1,800","1,000 to 3,000",,0,501,1250,1800,1
136168288346,121366,Stanozolol Tablets and Capsules,0,2,Strip,129,Rs. 200 - 300,"Upto 1,000",100,0,160,250,400,#N/A
135975748395,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",200,1,512,1254,1800,1
136294788459,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,200 - 1,400","1,000 to 3,000",200,1,500,1250,1800,1
136055000413,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",,1,540,1250,1800,1
136055000413,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",,1,540,1250,1800,1
135999539534,121366,Stanozolol Tablets and Capsules,0,1,Box,6,Rs. 400 - 500,"Upto 1,000",100,0,512,1254,1800,1
136074077795,121366,Stanozolol Tablets and Capsules,0,10,Box,6,"Rs. 10,000 to 20,000","10,000 to 20,000",400,0,540,1250,1800,1
136073142246,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",,0,540,1250,1800,1
136246800659,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",200,0,500,1250,1800,1
136100393246,121366,Stanozolol Tablets and Capsules,0,1,Box,6,Rs. 300 - 500,"Upto 1,000",100,1,540,1250,1800,1
136100393246,121366,Stanozolol Tablets and Capsules,0,1,Box,6,Rs. 300 - 500,"Upto 1,000",100,0,540,1250,1800,1
136003761467,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,300 - 1,800","1,000 to 3,000",200,0,512,1254,1800,1
136114704695,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,100 - 1,500","1,000 to 3,000",200,0,540,1250,1800,1
136113358767,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,200 - 1,800","1,000 to 3,000",200,0,540,1250,1800,1
136112978859,121366,Stanozolol Tablets and Capsules,0,1,Box,6,"Rs. 1,600 - 1,800","1,000 to 3,000",200,0,540,1250,1800,1
136024489285,318,Bronze Bar,1,5.5,Kg,19,Rs. 800 - 900,"Upto 1,000",100,0,747,850,1000,2
135917317546,318,Bronze Bar,1,400,Kg,19,Rs. 3.4 - 4 Lakh,2 to 5 Lakh,800,0,748,850,1000,2
136146874263,318,Bronze Bar,1,26,Kg,19,"Rs. 22,000 - 26,000","20,000 to 50,000",500,0,748,850,1000,2
136148338775,462,Light Fittings,,50,Piece,31,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,200,500,1212,3
135974120595,462,Light Fittings,,100,Piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,1,200,500,1212,3
135969745695,462,Light Fittings,,200,piece,31,Rs. 1 to 2 Lakh,1 to 2 Lakh,700,1,200,500,1212,3
135969745695,462,Light Fittings,,200,piece,31,Rs. 1 to 2 Lakh,1 to 2 Lakh,700,0,200,500,1212,3
136252418675,462,Light Fittings,,100,piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,1,200,500,1200,3
135997148552,462,Light Fittings,,10,piece,31,"Rs. 300 - 2,000","1,000 to 3,000",200,0,200,500,1212,3
135997148552,462,Light Fittings,,10,piece,31,"Rs. 300 - 2,000","1,000 to 3,000",200,1,200,500,1212,3
136212608759,462,Light Fittings,,32,piece,31,"Rs. 1,400 - 6,400","3,000 to 10,000",300,0,200,500,1200,3
136212608759,462,Light Fittings,,32,piece,31,"Rs. 1,400 - 6,400","3,000 to 10,000",300,0,200,500,1200,3
136095552334,547,Oil Filters,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,250,800,1910,5
136094635167,547,Oil Filters,1,50,Piece,31,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,250,800,1910,5
136216197946,547,Oil Filters,1,2,Piece,31,"Rs. 1,100 - 1,600","1,000 to 3,000",200,1,240,800,1930,5
136216872063,547,Oil Filters,1,100,Piece,31,"Rs. 15,000 - 24,000","10,000 to 20,000",400,0,240,800,1930,5
136215711346,547,Oil Filters,1,50,Piece,31,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,240,800,1930,5
136105975513,547,Oil Filters,1,4,piece,31,"Rs. 2,900 - 3,800","3,000 to 10,000",300,1,250,800,1910,5
136038200852,547,Oil Filters,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,1,250,800,1914,5
136038200852,547,Oil Filters,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,250,800,1914,5
136229075852,547,Oil Filters,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,240,800,1930,5
135995050759,547,Oil Filters,1,1,Piece,31,Rs. 800 - 900,"Upto 1,000",100,0,250,800,1914,5
135960597863,547,Oil Filters,1,50,Piece,31,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,0,250,800,1914,5
136127371059,547,Oil Filters,1,80,Piece,31,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,0,240,800,1935,5
136018068063,547,Oil Filters,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,1,250,800,1914,5
136153688813,547,Oil Filters,1,500000,Piece,31,Rs. More than 1 Crore,More than 1 Crore,1300,1,240,800,1935,5
136153407685,547,Oil Filters,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,240,800,1935,5
136269154863,547,Oil Filters,1,2,Piece,31,"Rs. 1,600 - 1,800","1,000 to 3,000",200,0,240,800,1935,5
135986612963,547,Oil Filters,1,2,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,250,800,1914,5
136242941785,547,Oil Filters,1,6,Piece,31,"Rs. 4,800 - 6,000","3,000 to 10,000",300,1,240,800,1935,5
136242911795,547,Oil Filters,1,6,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",,0,240,800,1935,5
136242911795,547,Oil Filters,1,6,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",,1,240,800,1935,5
136090894885,547,Oil Filters,1,300,Piece,31,Rs. 2 to 5 Lakh,2 to 5 Lakh,800,0,250,800,1910,5
136060425575,1216,Copper Plate,1,6,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,288,800,1650,1
136127320263,1216,Copper Plate,1,1,Kg,19,Rs. 400 - 700,"Upto 1,000",100,0,730,850,1000,5
136279443559,1216,Copper Plate,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,250,800,1600,1
136279443559,1216,Copper Plate,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,250,800,1600,1
136279625567,1216,Copper Plate,1,1,Kg,19,"Rs. 800 - 1,000","Upto 1,000",100,1,730,850,1000,5
136016531063,1216,Copper Plate,1,1000,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,1,288,800,1650,1
136016531063,1216,Copper Plate,1,1000,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,1,288,800,1650,1
136271623367,1216,Copper Plate,1,600,Kg,19,Rs. 4.6 - 6 Lakh,5 to 10 Lakh,900,0,730,850,1000,5
136271565646,1216,Copper Plate,1,5,Ton,97,Rs. 38.2 - 50 Lakh,20 to 50 Lakh,1100,0,730,850,1000,#N/A
136167106475,1216,Copper Plate,1,1000,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,0,250,800,1600,1
135949363375,1216,Copper Plate,1,1,Tonne(MT),97,Rs. 7.7 - 10 Lakh,5 to 10 Lakh,900,0,728,850,999,#N/A
136291309752,1216,Copper Plate,1,1,Kg,19,"Rs. 800 - 1,000","Upto 1,000",100,0,730,850,1000,5
135980438863,1216,Copper Plate,1,10,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,275,800,1592,1
136252632652,1216,Copper Plate,1,1000,Kg,19,Rs. 8.5 - 10 Lakh,5 to 10 Lakh,900,-1,730,850,1000,5
136252632652,1216,Copper Plate,1,1000,Kg,19,Rs. 8.5 - 10 Lakh,5 to 10 Lakh,900,-1,730,850,1000,5
135963671059,1216,Copper Plate,1,600,Kg,19,Rs. 4.6 - 6 Lakh,5 to 10 Lakh,900,0,728,850,999,5
136090455513,1216,Copper Plate,1,100,Kg,19,"Rs. 76,000 - 94,000","50,000 to 1 Lakh",600,0,715,850,1000,5
136215894746,1216,Copper Plate,1,200,Kg,19,"Rs. 98,000 - 1.5 Lakh",1 to 2 Lakh,700,0,730,850,1000,5
135924504413,1216,Copper Plate,1,1000,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,0,275,800,1592,1
136003957452,1216,Copper Plate,1,6,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,275,800,1592,1
136002795934,1216,Copper Plate,1,2,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,275,800,1592,1
135905430285,1216,Copper Plate,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,1,275,800,1592,1
135845747395,1216,Copper Plate,1,1,Tonne(MT),97,Rs. 7.7 - 10 Lakh,5 to 10 Lakh,900,0,728,850,999,#N/A
136234942685,1216,Copper Plate,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,250,800,1600,1
136103830085,1216,Copper Plate,1,6,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,250,800,1600,1
135958261775,1216,Copper Plate,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,288,800,1650,1
135920466375,1216,Copper Plate,1,100,Kg,19,"Rs. 76,000 - 1 Lakh","50,000 to 1 Lakh",600,0,728,850,999,5
136224640375,1216,Copper Plate,1,1,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,0,250,800,1600,1
135917099767,1216,Copper Plate,1,1,tonne(mt),97,Rs. 5.4 - 7.3 Lakh,5 to 10 Lakh,900,0,728,850,999,#N/A
135910904185,1216,Copper Plate,1,5,Piece,31,"Rs. 3,600 - 4,800","3,000 to 10,000",300,1,275,800,1592,1
135910904185,1216,Copper Plate,1,5,Piece,31,"Rs. 3,600 - 4,800","3,000 to 10,000",300,0,275,800,1592,1
135893628713,1216,Copper Plate,1,20,Kg,19,"Rs. 8,000 - 15,000","10,000 to 20,000",400,0,728,850,999,5
136185641485,1216,Copper Plate,1,1000,Kg,19,Rs. 7.7 - 10 Lakh,5 to 10 Lakh,900,0,730,850,1000,5
136042657813,1216,Copper Plate,1,3,Kg,19,"Rs. 1,500 - 2,200","1,000 to 3,000",200,0,725,850,1000,5
135928659559,1216,Copper Plate,1,5,Kg,19,"Rs. 3,600 - 3,800","3,000 to 10,000",300,0,728,850,999,5
136058938859,1696,Tablecloth,,100,piece,31,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,180,299,600,45
135933010834,1696,Tablecloth,,1,piece,31,Rs. 80 - 200,"Upto 1,000",100,0,180,299,600,45
136102413352,1696,Tablecloth,,1,Piece,31,Rs. 300 - 600,"Upto 1,000",100,1,180,300,600,45
136041676595,1696,Tablecloth,,38,piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,0,180,299,600,45
136295817463,1858,Vacuum Hose,1,1,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,975,2450,3525,1
136255941534,1858,Vacuum Hose,1,10,Meter,23,"Rs. 6,700 - 10,000","3,000 to 10,000",300,1,150,300,1000,5
135992716859,1858,Vacuum Hose,1,5,Meter,23,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,150,300,1000,5
136217974552,1858,Vacuum Hose,1,1,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,975,2450,3525,1
136204530075,1858,Vacuum Hose,1,3,Meter,23,"Rs. Upto 1,000","Upto 1,000",100,1,150,300,1000,5
136281706675,2060,Plastic Processing Machinery,1,1,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,0,340000,990000,1788750,#N/A
136163004113,2275,Folding Stools,0,2,Piece,31,Rs. 500 - 700,"Upto 1,000",100,0,183,260,350,4
136246235946,2275,Folding Stools,0,600,Piece,31,Rs. 1.4 - 1.9 Lakh,1 to 2 Lakh,700,0,184,260,350,4
136246235946,2275,Folding Stools,0,600,Piece,31,Rs. 1.4 - 1.9 Lakh,1 to 2 Lakh,700,0,184,260,350,4
135964514767,2275,Folding Stools,0,1,Piece,31,Rs. 300 - 400,"Upto 1,000",100,0,184,260,350,4
136086035585,2275,Folding Stools,0,2,Piece,31,Rs. 400 - 500,"Upto 1,000",100,0,183,260,350,4
136002088275,2275,Folding Stools,0,10,Piece,31,"Rs. 2,500 - 2,600","1,000 to 3,000",200,0,184,260,350,4
135999064359,2275,Folding Stools,0,1,Piece,31,Rs. 200 - 300,"Upto 1,000",100,-1,184,260,350,4
136286562785,2275,Folding Stools,0,50,Piece,31,"Rs. 12,000 - 13,000","10,000 to 20,000",400,-1,184,260,350,4
136286562785,2275,Folding Stools,0,50,Piece,31,"Rs. 12,000 - 13,000","10,000 to 20,000",400,-1,184,260,350,4
135960927134,2275,Folding Stools,0,50,Piece,31,"Rs. 8,000 - 9,200","3,000 to 10,000",300,0,184,260,350,4
135960735834,2275,Folding Stools,0,5,Piece,31,"Rs. 900 - 1,300","1,000 to 3,000",200,0,184,260,350,4
136213767052,2275,Folding Stools,0,50,piece,31,"Rs. 7,500 - 9,200","3,000 to 10,000",300,-1,184,260,350,4
135905556252,2275,Folding Stools,0,2,Piece,31,Rs. 400 - 500,"Upto 1,000",100,-1,190,260,350,4
136206335685,2275,Folding Stools,0,1,Piece,31,Rs. 200 - 300,"Upto 1,000",100,1,184,260,350,4
136110099813,2275,Folding Stools,0,1,Piece,31,Rs. 100 - 200,"Upto 1,000",100,1,183,260,350,4
136034309985,2275,Folding Stools,0,25,Piece,31,"Rs. 4,600 - 4,800","3,000 to 10,000",300,1,184,260,350,4
136034309985,2275,Folding Stools,0,25,Piece,31,"Rs. 4,600 - 4,800","3,000 to 10,000",300,1,184,260,350,4
136033809259,2275,Folding Stools,0,5,Piece,31,"Rs. 1,200 - 1,300","1,000 to 3,000",200,0,184,260,350,4
136126212295,2275,Folding Stools,0,20,Piece,31,"Rs. 5,200 - 7,000","3,000 to 10,000",300,0,184,260,350,4
136205352634,2401,Thickness Planer,1,1,Piece,31,"Rs. 49,000 - 50,000","20,000 to 50,000",500,1,50000,68000,95625,1
136012382885,2401,Thickness Planer,1,1,Piece,31,"Rs. 61,000 - 82,000","50,000 to 1 Lakh",600,0,50000,68000,95500,1
136012161552,53632,U Bend,,10,Piece,31,"Rs. 2,500 - 6,200","3,000 to 10,000",300,0,100,250,625,1
135973655067,53632,U Bend,,32,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,100,250,609,1
136222171085,53632,U Bend,,316,Piece,31,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,1,98,250,576,1
136001296346,53632,U Bend,,1000,Piece,31,Rs. 2 to 5 Lakh,2 to 5 Lakh,,1,100,250,609,1
136001296346,53632,U Bend,,1000,Piece,31,Rs. 2 to 5 Lakh,2 to 5 Lakh,,1,100,250,609,1
136052213246,53809,Roasted Coffee Bean,0,10,Pack,27,"Rs. 5,400 - 7,200","3,000 to 10,000",300,0,400,600,798,1
136050915763,53809,Roasted Coffee Bean,0,25,Kg,19,"Rs. 18,000 - 23,000","20,000 to 50,000",500,0,550,780,1000,1
136050915763,53809,Roasted Coffee Bean,0,25,Kg,19,"Rs. 18,000 - 23,000","20,000 to 50,000",500,0,550,780,1000,1
136177599763,53809,Roasted Coffee Bean,0,1,Kg,19,"Rs. 800 - 1,000","Upto 1,000",100,0,550,778,1000,1
136127945375,53809,Roasted Coffee Bean,0,50,Kg,19,"Rs. 35,000 - 47,000","20,000 to 50,000",500,1,550,778,1000,1
136177011695,53809,Roasted Coffee Bean,0,2,Kg,19,"Rs. 1,400 - 1,900","1,000 to 3,000",,1,550,780,1000,1
136177011695,53809,Roasted Coffee Bean,0,2,Kg,19,"Rs. 1,400 - 1,900","1,000 to 3,000",,0,550,780,1000,1
136062404652,53809,Roasted Coffee Bean,0,5,Kg,19,"Rs. 4,800 - 5,000","3,000 to 10,000",300,0,550,780,1000,1
136062677767,53809,Roasted Coffee Bean,0,10,Kg,19,"Rs. 5,500 - 7,800","3,000 to 10,000",300,0,550,780,1000,1
